NCVOG_gene	ARG085	Burma_1F	CCIBt4013	CIRM-AVA-1-Amber	CIRM-AVA-1-Meiospore	CIRM-AVA-1-Orange	California_12	JEL0065	JEL0095	JEL0112	JEL0117	JEL0120	JEL0129	JEL0176	JEL0318	JEL0345	JEL0379	JEL0388	JEL0389	JEL0407	JEL0476	JEL0513	JEL0522	JEL0563	JEL0566	JEL0567	JEL0680	JEL0695	JEL0708	JEL0728	JEL0729	JEL0754	JEL0764	JEL0774	JEL0797	JEL0801	JEL0829	JEL0837	JEL0838	JEL0842	JEL0847	JEL0866	JEL0888	JEL0916	JEL0917	KLL_TL_06062013	PLAUS21	WJD170
NCVOG4421	2.7e-38 (85 hits)	2.1e-29 (24 hits)	5e-170 (999 hits)	1.1e-10 (4 hits)			7.8e-25 (25 hits)	3.7e-93 (713 hits)	1.8e-71 (72 hits)	1e-179 (216 hits)	2.4e-108 (356 hits)	2.8e-22 (2 hits)	5.6e-254 (255 hits)	8.7e-48 (86 hits)	1.5e-34 (151 hits)	1e-38 (84 hits)	7.5e-39 (50 hits)	1.3e-74 (1072 hits)	1.9e-57 (61 hits)	3.8e-27 (138 hits)	3.2e-73 (23 hits)	7.7e-68 (204 hits)	1.7e-45 (34 hits)	2.2e-41 (20 hits)	4.5e-34 (47 hits)	6.4e-56 (46 hits)	2.9e-40 (75 hits)	6.5e-57 (343 hits)	4.9e-170 (78 hits)	4.1e-67 (268 hits)	2.3e-67 (138 hits)	8.6e-149 (789 hits)	8e-72 (875 hits)	1.1e-53 (222 hits)	5.4e-49 (88 hits)	1.5e-98 (966 hits)	4.2e-40 (74 hits)	8.3e-23 (3 hits)	1.7e-85 (307 hits)	2.4e-48 (214 hits)	6.9e-64 (228 hits)	2.3e-73 (223 hits)	7.1e-37 (562 hits)	1.7e-112 (256 hits)	9e-78 (293 hits)	8.6e-40 (149 hits)	6.9e-69 (299 hits)	7.5e-126 (951 hits)
NCVOG4422	3.4e-22 (27 hits)	2.5e-12 (8 hits)	8.2e-79 (674 hits)				3.8e-11 (2 hits)	7.3e-56 (425 hits)	2.2e-37 (37 hits)	2.7e-80 (123 hits)	3e-29 (121 hits)		3.6e-113 (125 hits)	5.2e-21 (25 hits)	2.2e-20 (44 hits)	2.5e-23 (28 hits)	6.1e-22 (17 hits)	7.6e-51 (648 hits)	5.7e-23 (26 hits)	1.1e-14 (22 hits)	1.2e-49 (14 hits)	5.1e-31 (79 hits)	3.4e-25 (22 hits)	3.5e-22 (9 hits)	1e-21 (16 hits)	3.5e-21 (19 hits)	2.7e-16 (23 hits)	1.8e-41 (201 hits)	7.1e-98 (63 hits)	5.5e-53 (142 hits)	3.1e-29 (35 hits)	6.4e-35 (250 hits)	1.5e-44 (375 hits)	3.6e-30 (82 hits)	2e-17 (37 hits)	5.9e-61 (539 hits)	3.4e-17 (34 hits)	7.8e-13 (2 hits)	4.5e-46 (159 hits)	1e-34 (120 hits)	2.8e-35 (154 hits)	1.4e-45 (150 hits)	1.6e-28 (236 hits)	3.4e-63 (128 hits)	2e-20 (82 hits)	5.2e-28 (67 hits)	5.9e-41 (149 hits)	3.6e-61 (637 hits)
NCVOG4423	9.8e-35 (51 hits)	1.8e-17 (8 hits)	1.3e-162 (693 hits)	9.5e-09 (1 hits)			8.3e-17 (3 hits)	2.9e-86 (492 hits)	9.2e-54 (47 hits)	2.3e-149 (149 hits)	1.5e-79 (214 hits)	6.6e-24 (2 hits)	1.1e-218 (159 hits)	2e-34 (54 hits)	1.7e-29 (94 hits)	1.5e-32 (44 hits)	1.2e-24 (35 hits)	2.9e-63 (710 hits)	3.4e-56 (50 hits)	5e-26 (64 hits)	4.6e-64 (14 hits)	4.2e-61 (134 hits)	2.8e-26 (23 hits)	4.2e-35 (19 hits)	1e-24 (33 hits)	1e-45 (38 hits)	2e-32 (41 hits)	1.1e-42 (198 hits)	9.7e-139 (50 hits)	2.3e-71 (160 hits)	1.4e-54 (75 hits)	3.1e-96 (409 hits)	1.1e-70 (535 hits)	1.4e-48 (138 hits)	1.1e-32 (56 hits)	5.1e-100 (668 hits)	3.4e-34 (42 hits)	1.7e-20 (2 hits)	5.2e-64 (172 hits)	3e-37 (120 hits)	2.3e-48 (171 hits)	2.7e-59 (156 hits)	1.7e-29 (256 hits)	1.6e-104 (173 hits)	4.5e-64 (170 hits)	5.7e-34 (97 hits)	2.6e-56 (150 hits)	6.6e-99 (675 hits)
NCVOG4430	1.2e-15 (19 hits)	5.2e-10 (3 hits)	1.1e-92 (761 hits)	2e-12 (3 hits)	6.1e-09 (2 hits)			1.6e-36 (306 hits)	6.3e-63 (29 hits)	1.1e-66 (100 hits)	7.8e-57 (172 hits)	9.5e-16 (2 hits)	4.3e-88 (92 hits)	1.5e-15 (23 hits)	1.5e-21 (76 hits)	1.2e-15 (5 hits)	4e-26 (15 hits)	8.5e-57 (113 hits)	1.8e-19 (35 hits)	5.4e-28 (107 hits)	4.6e-20 (5 hits)	3.8e-29 (88 hits)	3.6e-20 (5 hits)	1.4e-10 (14 hits)	6.7e-18 (18 hits)	5.3e-19 (21 hits)	2.8e-20 (25 hits)	8.8e-26 (106 hits)	6.3e-114 (63 hits)	1.3e-29 (137 hits)	2.9e-28 (81 hits)	5.4e-72 (512 hits)	4.6e-43 (401 hits)	1.4e-31 (132 hits)	2e-19 (46 hits)	1.1e-25 (323 hits)	1.1e-20 (21 hits)		3.7e-30 (144 hits)	2.2e-11 (10 hits)	4.2e-26 (132 hits)	4.3e-31 (116 hits)	1.6e-16 (8 hits)	1e-65 (187 hits)	2.3e-49 (112 hits)	4.5e-21 (58 hits)	2.3e-25 (122 hits)	1.1e-49 (640 hits)
NCVOG4441	2e-09 (3 hits)		2.2e-46 (906 hits)					2.3e-17 (35 hits)	1.4e-09 (2 hits)	9.8e-20 (52 hits)	4.9e-44 (149 hits)		3.7e-28 (49 hits)	5.9e-09 (3 hits)	4.2e-09 (3 hits)	3.1e-09 (3 hits)	2e-09 (2 hits)	1.5e-23 (64 hits)	1.8e-09 (2 hits)	1.5e-15 (28 hits)	4.2e-10 (1 hits)	1.5e-18 (29 hits)	3.3e-10 (1 hits)		2e-09 (2 hits)	1.1e-09 (2 hits)	2.2e-12 (5 hits)	7.9e-10 (8 hits)	5.7e-15 (43 hits)	1.8e-13 (2 hits)	2.3e-17 (27 hits)	6.3e-41 (328 hits)	2.9e-11 (12 hits)	8.3e-09 (5 hits)	1.8e-09 (8 hits)		1.1e-12 (5 hits)		3.4e-09 (1 hits)	9.6e-17 (6 hits)	1.6e-09 (4 hits)	1.6e-09 (5 hits)	4.7e-12 (3 hits)	1.1e-32 (63 hits)	9.6e-37 (56 hits)		9.2e-10 (5 hits)	1.7e-19 (149 hits)
NCVOG4444	9.3e-09 (3 hits)		5.7e-22 (200 hits)					5.1e-17 (69 hits)		1.3e-20 (21 hits)	6.2e-21 (37 hits)		8.9e-28 (33 hits)		2.7e-13 (5 hits)			1e-30 (24 hits)		5.5e-09 (4 hits)		2.5e-13 (13 hits)					2.1e-13 (3 hits)	3e-19 (14 hits)	9.8e-64 (63 hits)	3.6e-15 (19 hits)		5.8e-23 (61 hits)	1.1e-22 (160 hits)	4.6e-18 (41 hits)	4.8e-09 (6 hits)	7.8e-21 (74 hits)	3.9e-14 (3 hits)		3.7e-16 (23 hits)		6.8e-16 (7 hits)	6.6e-16 (18 hits)		3.6e-36 (126 hits)	1.8e-09 (8 hits)	4.5e-09 (4 hits)	1.6e-13 (17 hits)	1.1e-36 (426 hits)
NCVOG4445	2.3e-30 (53 hits)	4.1e-13 (5 hits)	2.3e-160 (596 hits)				4.5e-12 (4 hits)	1.4e-83 (464 hits)	9.2e-64 (43 hits)	7.5e-93 (150 hits)	3.2e-63 (211 hits)	1.3e-20 (2 hits)	5.2e-136 (151 hits)	7.2e-49 (52 hits)	9.1e-38 (78 hits)	5.7e-31 (49 hits)	3.5e-31 (23 hits)	6.9e-63 (579 hits)	5.8e-49 (40 hits)	1.3e-22 (58 hits)	2.6e-41 (10 hits)	3.8e-44 (118 hits)	4.6e-20 (18 hits)	2.9e-35 (12 hits)	1.4e-31 (33 hits)	1.7e-47 (29 hits)	3.7e-35 (42 hits)	5.2e-58 (189 hits)	2.6e-122 (48 hits)	6.6e-64 (130 hits)	8e-50 (71 hits)	1.1e-85 (446 hits)	8.5e-67 (470 hits)	8.3e-45 (120 hits)	9.5e-35 (50 hits)	4.6e-79 (637 hits)	1.1e-31 (45 hits)	4.3e-22 (1 hits)	5.1e-65 (152 hits)	1e-36 (103 hits)	1e-56 (148 hits)	1.3e-64 (145 hits)	5.7e-35 (209 hits)	2e-82 (155 hits)	2.3e-49 (157 hits)	1.3e-40 (89 hits)	1.8e-57 (151 hits)	2.6e-87 (604 hits)
NCVOG4447				7.1e-09 (1 hits)							3.8e-09 (1 hits)																	9e-22 (2 hits)												3e-20 (1 hits)			6.5e-18 (4 hits)	5.8e-09 (2 hits)	3.5e-13 (3 hits)			
NCVOG4459	1.2e-11 (3 hits)		6.8e-44 (484 hits)					4.4e-23 (99 hits)	2e-25 (30 hits)	1.3e-13 (32 hits)	7.6e-26 (69 hits)		2.6e-20 (31 hits)	5.4e-11 (3 hits)	1.3e-13 (16 hits)	4e-11 (3 hits)	1.7e-11 (10 hits)	5.8e-20 (17 hits)	1.7e-16 (4 hits)	1.8e-12 (10 hits)		6.1e-16 (28 hits)			1.4e-12 (10 hits)	9.1e-13 (6 hits)	1.2e-09 (8 hits)	1.1e-20 (31 hits)	1.2e-65 (63 hits)	1.5e-13 (33 hits)		2.4e-28 (105 hits)	2.2e-27 (198 hits)	1.6e-22 (48 hits)	2.2e-10 (5 hits)	6.3e-17 (88 hits)			5.5e-14 (34 hits)		6.1e-14 (34 hits)	1.6e-14 (42 hits)		9.8e-42 (122 hits)	1.9e-15 (27 hits)	5.7e-12 (15 hits)	2.1e-12 (15 hits)	4.7e-33 (583 hits)
NCVOG4461										1.9e-14 (36 hits)			5.1e-17 (63 hits)																																			
NCVOG4462	2.2e-26 (66 hits)	7.5e-23 (35 hits)	6e-213 (1295 hits)	4.3e-26 (33 hits)	1.8e-26 (9 hits)	4.8e-22 (7 hits)	3.6e-24 (50 hits)	6.6e-57 (151 hits)	6.7e-21 (43 hits)	2.3e-126 (154 hits)	4.1e-115 (220 hits)	4.7e-19 (3 hits)	8.3e-156 (154 hits)	1.2e-26 (64 hits)	4.3e-35 (68 hits)	1.2e-21 (50 hits)	3.1e-25 (49 hits)	7.2e-98 (184 hits)	8.9e-26 (61 hits)	2.3e-41 (245 hits)	1.2e-26 (23 hits)	2.8e-57 (102 hits)	8.7e-27 (22 hits)	4e-25 (38 hits)	3.8e-27 (50 hits)	1.2e-25 (49 hits)	7.6e-35 (29 hits)	1.8e-32 (123 hits)	6.4e-63 (99 hits)	9.2e-37 (53 hits)	2.7e-58 (122 hits)	6.3e-128 (1450 hits)	2.5e-42 (319 hits)	5e-38 (124 hits)	4.2e-56 (52 hits)	9.1e-27 (12 hits)	8.9e-35 (35 hits)		1.3e-32 (39 hits)	5.4e-42 (48 hits)	2.3e-29 (49 hits)	2.2e-29 (48 hits)	1e-33 (57 hits)	8.7e-93 (186 hits)	2e-106 (167 hits)	2.1e-48 (84 hits)	4.1e-33 (39 hits)	6.3e-84 (608 hits)
NCVOG4467	5.2e-15 (16 hits)	6.6e-10 (5 hits)	4.6e-59 (726 hits)					3.6e-32 (235 hits)	1.5e-24 (28 hits)	3.4e-71 (112 hits)	2.9e-31 (101 hits)	1.7e-10 (3 hits)	8.9e-104 (110 hits)	1.6e-14 (16 hits)	3.2e-15 (31 hits)	3.3e-14 (13 hits)	3.3e-09 (5 hits)	5.1e-30 (411 hits)	4.5e-30 (14 hits)	2.6e-13 (14 hits)	4.2e-27 (9 hits)	4.1e-18 (44 hits)	1.6e-16 (10 hits)	2.2e-15 (5 hits)	2.1e-29 (6 hits)	1.2e-29 (12 hits)	7.4e-14 (9 hits)	1.4e-21 (54 hits)	3e-56 (54 hits)	2e-28 (82 hits)	3.2e-19 (41 hits)	2.7e-50 (210 hits)	3.7e-28 (223 hits)	3.4e-19 (43 hits)	8.8e-18 (17 hits)	6.1e-32 (278 hits)	3.4e-14 (9 hits)	5.8e-11 (2 hits)	1.5e-28 (74 hits)	1.7e-21 (59 hits)	5.9e-26 (74 hits)	2e-27 (82 hits)	8.9e-17 (45 hits)	3.1e-35 (70 hits)	1.6e-29 (44 hits)	1.9e-15 (29 hits)	4.1e-28 (69 hits)	4.3e-32 (460 hits)
NCVOG4468	6.3e-14 (19 hits)	6.3e-13 (7 hits)	1.2e-107 (1020 hits)	2e-20 (7 hits)	7.9e-21 (2 hits)		7.5e-11 (5 hits)	8.2e-45 (110 hits)	1.4e-09 (5 hits)	1.5e-90 (144 hits)	6e-94 (196 hits)	1.3e-19 (3 hits)	2.6e-128 (144 hits)	2.6e-13 (24 hits)	2.2e-21 (15 hits)	1.7e-11 (15 hits)	7.1e-12 (9 hits)	5.3e-53 (111 hits)	1.3e-13 (10 hits)	7.3e-27 (135 hits)	8.3e-17 (8 hits)	8.8e-34 (75 hits)	7.4e-17 (8 hits)	4.1e-13 (7 hits)	1.1e-14 (13 hits)	1.1e-12 (9 hits)	8.9e-19 (15 hits)	2.2e-25 (54 hits)	1.5e-44 (82 hits)	4.3e-19 (30 hits)	6.3e-33 (64 hits)	1e-76 (792 hits)	8.7e-28 (119 hits)	6e-14 (31 hits)	1.5e-33 (24 hits)	9.3e-20 (12 hits)	8.1e-19 (12 hits)		6e-20 (22 hits)	7e-26 (15 hits)	7.5e-17 (14 hits)	1.3e-20 (18 hits)	1.2e-16 (16 hits)	1.7e-57 (118 hits)	4.6e-72 (131 hits)	5.4e-26 (46 hits)	4e-20 (21 hits)	8.1e-48 (360 hits)
NCVOG4487	1e-09 (3 hits)	1.4e-17 (11 hits)	4e-17 (4 hits)	1.4e-17 (4 hits)	1.4e-17 (3 hits)	1.9e-16 (1 hits)	1.5e-17 (13 hits)	3e-12 (2 hits)	2.7e-20 (5 hits)	6e-15 (10 hits)	1e-14 (2 hits)		3.7e-15 (10 hits)	2.7e-17 (7 hits)	1.8e-10 (2 hits)	5.4e-10 (2 hits)	2.2e-15 (6 hits)	2.6e-12 (6 hits)	1.6e-15 (10 hits)	2.8e-19 (2 hits)		5.6e-10 (3 hits)		2.6e-17 (7 hits)	2.1e-13 (11 hits)	2.8e-16 (9 hits)	5.2e-24 (3 hits)	1.4e-13 (13 hits)	9.6e-24 (6 hits)	6.6e-15 (3 hits)	3.2e-16 (11 hits)	1.5e-12 (4 hits)	7e-09 (3 hits)	2.9e-20 (3 hits)	3.6e-11 (1 hits)	3.4e-42 (18 hits)	1.6e-25 (5 hits)		2.8e-17 (5 hits)	1.2e-11 (5 hits)	7.8e-16 (4 hits)	7.5e-16 (4 hits)	5.3e-19 (6 hits)	1.6e-11 (2 hits)	1.7e-17 (1 hits)	4.7e-12 (4 hits)	6.3e-14 (5 hits)	5.3e-10 (3 hits)
NCVOG4488			1.7e-12 (5 hits)						5.9e-14 (15 hits)																					2.8e-09 (5 hits)						1.6e-13 (41 hits)			3.1e-09 (4 hits)			1.3e-10 (7 hits)						
NCVOG4489																																														7.1e-10 (1 hits)		
NCVOG4494	9.3e-83 (537 hits)	2.1e-54 (25 hits)	6e-33 (9 hits)	4.9e-54 (59 hits)	1.7e-20 (15 hits)	2.6e-21 (15 hits)	9.7e-54 (51 hits)	1.6e-59 (234 hits)	7e-43 (18 hits)	1.5e-40 (63 hits)	5.1e-49 (421 hits)		1.6e-40 (65 hits)	6.5e-82 (500 hits)	1.8e-37 (14 hits)	2.2e-78 (291 hits)	2.8e-51 (22 hits)	1.1e-33 (14 hits)	2.1e-49 (20 hits)	3.3e-30 (16 hits)	3.8e-22 (9 hits)	1.7e-61 (113 hits)	1e-22 (10 hits)	7e-51 (20 hits)	2e-47 (24 hits)	2.2e-43 (19 hits)	3.4e-90 (84 hits)	1.3e-75 (526 hits)	3.4e-43 (18 hits)	4.9e-39 (30 hits)	8e-35 (20 hits)	9.3e-45 (24 hits)	4.4e-46 (13 hits)	7.1e-50 (29 hits)	1.5e-55 (426 hits)	2.5e-54 (104 hits)	5.8e-66 (90 hits)		7.7e-48 (27 hits)	7.7e-40 (17 hits)	2.2e-27 (27 hits)	2.1e-27 (26 hits)	6.6e-122 (54 hits)	1.8e-25 (13 hits)	9.7e-40 (341 hits)	1.5e-43 (17 hits)	9.6e-49 (28 hits)	3.5e-46 (13 hits)
NCVOG4495			5.1e-12 (4 hits)																																													
NCVOG4496			4e-12 (3 hits)	8.8e-16 (2 hits)					2.3e-10 (1 hits)						2.9e-16 (7 hits)									2.7e-09 (3 hits)					1.2e-15 (4 hits)		4.1e-09 (2 hits)		6.5e-12 (2 hits)	5.2e-17 (5 hits)						5.2e-09 (2 hits)			1.7e-10 (2 hits)	1.3e-20 (7 hits)				9.3e-21 (7 hits)
NCVOG4517	9.2e-13 (2 hits)	3.9e-18 (3 hits)	5.5e-13 (1 hits)	2.7e-62 (19 hits)	2.9e-17 (3 hits)	1.7e-17 (3 hits)	1.3e-17 (6 hits)	8e-11 (3 hits)	2e-11 (1 hits)	6e-09 (1 hits)	1.9e-09 (1 hits)		6.3e-09 (1 hits)	6e-09 (1 hits)		6e-13 (2 hits)		2e-10 (1 hits)	4.4e-09 (1 hits)	2.8e-20 (2 hits)		3.6e-15 (2 hits)		3.9e-10 (1 hits)	5e-09 (1 hits)		1.9e-11 (2 hits)	1.1e-12 (2 hits)	5.8e-16 (3 hits)	2.3e-09 (3 hits)	5.3e-51 (1 hits)	5.8e-13 (1 hits)		9.7e-10 (1 hits)	1.6e-10 (1 hits)		9.5e-12 (2 hits)		2e-09 (2 hits)	4.4e-10 (1 hits)			2e-14 (2 hits)	4.9e-21 (2 hits)	1.7e-09 (1 hits)		4.6e-09 (2 hits)	
NCVOG4518	5.1e-11 (3 hits)	5.9e-26 (3 hits)	1.5e-21 (3 hits)	1.6e-56 (23 hits)	5.5e-57 (3 hits)	1e-57 (3 hits)	2.7e-25 (7 hits)	1.6e-21 (4 hits)	4.8e-25 (4 hits)	4.3e-13 (4 hits)	6.6e-11 (2 hits)		4.5e-13 (4 hits)	4.8e-11 (3 hits)	6.3e-17 (2 hits)	3.2e-19 (3 hits)	2e-55 (2 hits)	1.5e-26 (3 hits)	2e-55 (2 hits)	1e-21 (4 hits)	9e-26 (3 hits)	6.3e-20 (5 hits)	5.3e-26 (3 hits)	1.2e-55 (2 hits)	3e-53 (2 hits)	1.5e-55 (2 hits)	3.1e-12 (4 hits)	2.4e-46 (5 hits)	1.5e-24 (4 hits)	1.6e-22 (4 hits)	2.5e-23 (8 hits)	5.5e-24 (2 hits)	2.5e-23 (3 hits)	3.5e-23 (2 hits)	1.8e-12 (4 hits)	4.1e-25 (2 hits)	3.1e-22 (4 hits)		1e-18 (4 hits)	3.1e-22 (3 hits)	2.9e-15 (7 hits)	1.9e-16 (7 hits)	8.7e-23 (5 hits)	1.3e-20 (1 hits)	4.4e-13 (3 hits)	1e-29 (3 hits)	1.7e-22 (4 hits)	3.9e-23 (5 hits)
NCVOG4522	4.3e-25 (5 hits)	1.4e-27 (4 hits)	6e-28 (4 hits)	1.5e-60 (19 hits)	2.3e-22 (1 hits)	1.4e-22 (2 hits)	2.3e-22 (7 hits)	2.6e-26 (2 hits)	4.8e-25 (3 hits)	5.8e-25 (3 hits)	9.8e-10 (3 hits)		6.1e-25 (3 hits)	2.3e-29 (4 hits)	1.6e-25 (2 hits)	3.3e-25 (8 hits)	8.3e-27 (2 hits)	1.3e-28 (2 hits)	3.4e-13 (1 hits)	2.1e-10 (1 hits)	1.2e-20 (3 hits)	9.5e-60 (2 hits)	1.8e-24 (3 hits)	4.8e-25 (3 hits)	7.1e-13 (1 hits)	1e-26 (2 hits)	7.8e-45 (2 hits)	1.8e-60 (9 hits)	1.1e-27 (2 hits)	4.6e-25 (2 hits)	6.1e-53 (4 hits)	4.6e-31 (2 hits)	4.5e-24 (2 hits)	2.1e-09 (1 hits)	1.1e-23 (3 hits)	5.4e-18 (2 hits)	3.9e-45 (2 hits)		4e-25 (3 hits)	6.9e-26 (2 hits)	1.1e-24 (3 hits)	6.9e-25 (4 hits)	4.1e-27 (3 hits)	1.2e-27 (2 hits)		7.6e-24 (2 hits)	1.1e-25 (1 hits)	3.1e-26 (3 hits)
NCVOG4523	4.5e-43 (7 hits)	1.1e-72 (8 hits)	4.5e-48 (14 hits)	7.1e-69 (30 hits)	2.5e-69 (2 hits)	1.5e-69 (2 hits)	2.8e-72 (11 hits)	1.5e-22 (7 hits)	3.5e-70 (9 hits)	4.5e-25 (4 hits)	5.2e-36 (7 hits)		7e-25 (5 hits)	1.4e-25 (5 hits)	2.9e-42 (6 hits)	3.7e-25 (5 hits)	6.8e-41 (5 hits)	2.3e-34 (8 hits)	2.9e-40 (7 hits)	2e-38 (6 hits)	2.8e-23 (5 hits)	2e-35 (5 hits)	2.3e-23 (5 hits)	1.1e-40 (6 hits)	1.6e-39 (7 hits)	1.6e-40 (8 hits)	7.4e-60 (5 hits)	5.5e-43 (12 hits)	7.6e-45 (8 hits)	1e-39 (9 hits)	6e-44 (12 hits)	7e-33 (8 hits)	6.7e-44 (8 hits)	1.7e-48 (4 hits)	1.4e-20 (6 hits)	8.5e-21 (8 hits)	2e-79 (5 hits)		2.9e-37 (6 hits)	6.3e-57 (6 hits)	5.2e-39 (6 hits)	5.1e-39 (6 hits)	7.3e-47 (9 hits)	5e-49 (6 hits)	2.9e-30 (5 hits)	9.1e-39 (9 hits)	3.4e-38 (6 hits)	4e-43 (9 hits)
NCVOG4524	2.7e-15 (15 hits)	3.5e-18 (10 hits)	8.5e-68 (449 hits)				3.1e-16 (6 hits)	6.7e-15 (50 hits)	4.3e-36 (35 hits)	2e-30 (78 hits)	1e-19 (40 hits)	3.4e-15 (3 hits)	1.2e-44 (70 hits)	1.9e-15 (15 hits)	1.2e-12 (15 hits)	3.8e-14 (13 hits)	3.9e-23 (15 hits)	6.9e-67 (691 hits)	2.7e-11 (4 hits)		4.9e-29 (8 hits)	6.8e-22 (15 hits)	3.9e-17 (9 hits)	7.3e-14 (7 hits)				2.7e-34 (162 hits)	1.5e-27 (22 hits)	1.2e-11 (18 hits)		9.8e-31 (227 hits)	5.2e-22 (142 hits)	1.1e-16 (37 hits)		1.9e-10 (11 hits)			3.1e-15 (53 hits)	4.5e-31 (131 hits)	6.1e-21 (30 hits)	5.9e-21 (34 hits)	2.2e-34 (658 hits)	1.1e-33 (63 hits)	9e-20 (19 hits)	1e-09 (11 hits)	1.2e-16 (54 hits)	1.7e-31 (273 hits)
NCVOG4532																		4.2e-14 (18 hits)																										5.4e-12 (17 hits)				
NCVOG4533				1.6e-09 (2 hits)	3.3e-16 (5 hits)	1.5e-10 (4 hits)		2.6e-09 (1 hits)																							1.4e-100 (42 hits)													3.8e-12 (1 hits)	2.6e-10 (1 hits)			
NCVOG4535														3.1e-17 (3 hits)																	1.1e-15 (2 hits)																	
NCVOG4547				2.2e-13 (5 hits)																																												
NCVOG4550																	3.1e-09 (1 hits)																															
NCVOG4561	4.3e-11 (1 hits)										1.8e-11 (7 hits)			2.4e-10 (1 hits)														1e-11 (2 hits)								8.4e-11 (4 hits)									1.1e-09 (7 hits)			
NCVOG4579	4.4e-10 (7 hits)	3.1e-09 (7 hits)	1.3e-172 (1233 hits)	1.4e-10 (6 hits)	1.6e-10 (5 hits)	2.8e-11 (3 hits)		2.8e-34 (129 hits)	1.5e-12 (6 hits)	6.7e-68 (133 hits)	1.8e-85 (161 hits)	3.9e-18 (3 hits)	1.4e-97 (111 hits)	5e-10 (8 hits)	5.2e-22 (12 hits)	1.5e-10 (10 hits)	3.8e-17 (8 hits)	2.7e-30 (103 hits)	5.2e-16 (13 hits)	4.6e-23 (56 hits)	5e-13 (4 hits)	9.5e-45 (59 hits)	4.1e-13 (4 hits)	1.5e-18 (11 hits)	1.1e-15 (8 hits)	7.4e-16 (4 hits)	1.1e-12 (8 hits)	1.4e-11 (11 hits)	1.4e-13 (18 hits)	2.3e-12 (3 hits)	1.7e-15 (43 hits)	1.3e-59 (698 hits)	3.6e-30 (39 hits)	2.8e-11 (23 hits)	2.6e-34 (22 hits)	4.7e-11 (3 hits)	6.3e-13 (7 hits)		1.8e-13 (9 hits)	3.9e-12 (8 hits)	4e-10 (4 hits)	3.9e-10 (4 hits)	1.4e-15 (14 hits)	2.5e-38 (56 hits)	8.9e-48 (95 hits)	2e-23 (43 hits)	6.5e-15 (8 hits)	4.2e-50 (133 hits)
NCVOG4587				3.2e-09 (2 hits)	7.1e-16 (7 hits)	6.8e-10 (2 hits)																									1.1e-50 (25 hits)													3.2e-09 (3 hits)				
NCVOG4590	2.2e-11 (3 hits)	2.3e-16 (6 hits)	3.6e-21 (20 hits)	5.1e-20 (3 hits)			4.6e-15 (3 hits)		3.6e-29 (17 hits)	9.6e-18 (8 hits)	9.9e-15 (2 hits)		1.6e-25 (15 hits)	1e-11 (3 hits)		1.1e-10 (3 hits)	3.9e-21 (3 hits)	3.3e-59 (324 hits)	9e-24 (4 hits)	4.5e-17 (10 hits)	4.7e-19 (2 hits)			1.5e-18 (4 hits)	1e-17 (3 hits)	3.9e-15 (5 hits)		1.3e-105 (153 hits)		2.2e-78 (106 hits)		2.7e-24 (24 hits)	4.4e-23 (62 hits)						7.6e-96 (141 hits)	7.9e-27 (35 hits)	9.9e-155 (66 hits)	6.3e-92 (64 hits)	6.8e-30 (371 hits)	5.5e-13 (3 hits)	1.5e-09 (3 hits)		2.9e-112 (154 hits)	2e-17 (29 hits)
NCVOG4594																													1.9e-12 (2 hits)																			
NCVOG4596								7.2e-09 (5 hits)																																								
NCVOG4597															6.3e-20 (3 hits)								1.4e-14 (6 hits)	4.4e-14 (3 hits)				2.1e-16 (5 hits)																7e-24 (8 hits)				
NCVOG4624	1.4e-09 (3 hits)		2.8e-21 (49 hits)					5.1e-18 (63 hits)	3e-20 (19 hits)	4.5e-11 (13 hits)	6.2e-09 (3 hits)		5.8e-15 (17 hits)	1.3e-09 (3 hits)		1.5e-11 (3 hits)	1.6e-09 (3 hits)	3.2e-18 (176 hits)				5.6e-09 (2 hits)						1e-11 (8 hits)		9.4e-14 (21 hits)		2.2e-12 (18 hits)	6.4e-14 (8 hits)			1.7e-12 (56 hits)			2.4e-14 (14 hits)	7.6e-12 (14 hits)	2.7e-09 (10 hits)	1.4e-12 (17 hits)	1.7e-13 (20 hits)	9e-09 (2 hits)	2.6e-09 (3 hits)	6.5e-09 (3 hits)	5.5e-11 (7 hits)	7.8e-16 (139 hits)
NCVOG4629	1.3e-17 (4 hits)	5.2e-19 (13 hits)	3.4e-22 (65 hits)	1.2e-11 (2 hits)			2.9e-21 (24 hits)	1.5e-15 (7 hits)	2.4e-53 (37 hits)	3.1e-23 (30 hits)	9.8e-19 (11 hits)		4.3e-33 (37 hits)	4.4e-18 (4 hits)		2.3e-15 (4 hits)	3.3e-25 (8 hits)	2.8e-88 (629 hits)		8.3e-19 (20 hits)	6.6e-27 (5 hits)	7.3e-19 (7 hits)	1e-15 (8 hits)					9e-29 (109 hits)		1.1e-23 (58 hits)		2.3e-28 (134 hits)	3.1e-32 (141 hits)			4.1e-11 (4 hits)			3.4e-27 (106 hits)	4.7e-32 (85 hits)	3.3e-34 (38 hits)	3.2e-34 (38 hits)	1e-38 (706 hits)	8.8e-09 (2 hits)	2.2e-10 (8 hits)	1.2e-10 (3 hits)	1.5e-40 (98 hits)	1.5e-16 (21 hits)
